ticker,company_name,quarter_end,filing_date,fiscal_year,fiscal_quarter,accession_number,form,total_assets,assets_current,cash,accounts_receivable_net,inventory_net,prepaid_expense_current,ppe_net,other_assets_noncurrent,liabilities_current,stockholders_equity,net_income,goodwill,intangibles_net,total_liabilities,assets_noncurrent,liabilities_noncurrent,marketable_securities
LMT,LOCKHEED MARTIN CORP,2013-09-29,2013-10-25,2013,Q3,0001193125-13-410108,10-Q,38907000000.0,14119000000.0,2661000000.0,,,,4598000000.0,4999000000.0,12293000000.0,1277000000.0,873000000.0,10534000000.0,,37630000000.0,,,
LMT,LOCKHEED MARTIN CORP,2014-03-30,2014-04-24,2014,Q1,0001193125-14-155226,10-Q,36919000000.0,14234000000.0,3264000000.0,,,,4612000000.0,4921000000.0,11995000000.0,4800000000.0,933000000.0,10370000000.0,,32119000000.0,,,
LMT,LOCKHEED MARTIN CORP,2014-06-29,2014-07-23,2014,Q2,0001193125-14-276771,10-Q,37250000000.0,14163000000.0,3436000000.0,,,,4559000000.0,4910000000.0,12147000000.0,4319000000.0,889000000.0,10505000000.0,,32931000000.0,,,
LMT,LOCKHEED MARTIN CORP,2014-09-28,2014-10-24,2014,Q3,0001193125-14-380468,10-Q,36933000000.0,13684000000.0,2963000000.0,,,,4590000000.0,4931000000.0,12133000000.0,4574000000.0,888000000.0,10774000000.0,,32359000000.0,,,
LMT,LOCKHEED MARTIN CORP,2015-03-29,2015-04-22,2015,Q1,0001193125-15-141818,10-Q,39752000000.0,15218000000.0,3486000000.0,,,,4654000000.0,5015000000.0,11567000000.0,3520000000.0,878000000.0,10841000000.0,,36232000000.0,,,
LMT,LOCKHEED MARTIN CORP,2015-06-28,2015-07-22,2015,Q2,0001193125-15-259947,10-Q,39848000000.0,15287000000.0,3202000000.0,,,,4640000000.0,5019000000.0,12624000000.0,2982000000.0,929000000.0,10867000000.0,,36866000000.0,,,
LMT,LOCKHEED MARTIN CORP,2015-09-27,2015-10-22,2015,Q3,0001193125-15-350723,10-Q,39617000000.0,15055000000.0,3300000000.0,,,,4677000000.0,4957000000.0,12980000000.0,2813000000.0,865000000.0,10832000000.0,,36804000000.0,,,
LMT,LOCKHEED MARTIN CORP,2016-03-27,2016-04-27,2016,Q1,0001193125-16-559151,10-Q,50158000000.0,15767000000.0,1452000000.0,,,,5417000000.0,5377000000.0,14912000000.0,3177000000.0,794000000.0,13583000000.0,4121000000.0,46981000000.0,,,
LMT,LOCKHEED MARTIN CORP,2016-06-26,2016-07-20,2016,Q2,0001193125-16-652394,10-Q,50408000000.0,16073000000.0,1269000000.0,,,,5438000000.0,5395000000.0,15595000000.0,2997000000.0,1021000000.0,13621000000.0,4051000000.0,47411000000.0,,,
LMT,LOCKHEED MARTIN CORP,2016-09-25,2016-10-27,2016,Q3,0001193125-16-749763,10-Q,48739000000.0,17110000000.0,2895000000.0,,,,5369000000.0,5414000000.0,14425000000.0,2323000000.0,2395000000.0,10791000000.0,4205000000.0,46309000000.0,,,
LMT,LOCKHEED MARTIN CORP,2017-03-26,2017-04-26,2017,Q1,0001193125-17-139189,10-Q,48836000000.0,16586000000.0,2216000000.0,,,,5481000000.0,5488000000.0,13597000000.0,1483000000.0,763000000.0,10773000000.0,4019000000.0,47251000000.0,,,
LMT,LOCKHEED MARTIN CORP,2017-06-25,2017-07-20,2017,Q2,0001193125-17-232077,10-Q,48711000000.0,16566000000.0,2452000000.0,,,,5532000000.0,5557000000.0,13641000000.0,1265000000.0,942000000.0,10780000000.0,3944000000.0,47362000000.0,,,
LMT,LOCKHEED MARTIN CORP,2017-09-24,2017-10-26,2017,Q3,0000936468-17-000014,10-Q,48946000000.0,17208000000.0,2941000000.0,,,,5511000000.0,5568000000.0,13084000000.0,2098000000.0,939000000.0,10812000000.0,3877000000.0,46771000000.0,,,
LMT,LOCKHEED MARTIN CORP,2018-03-25,2018-04-25,2018,Q1,0000936468-18-000023,10-Q,46634000000.0,17816000000.0,2393000000.0,,,,5749000000.0,5449000000.0,13974000000.0,-182000000.0,1157000000.0,10806000000.0,3730000000.0,46745000000.0,,,
LMT,LOCKHEED MARTIN CORP,2018-06-24,2018-07-24,2018,Q2,0000936468-18-000053,10-Q,45125000000.0,16504000000.0,1181000000.0,,,,5786000000.0,5357000000.0,13881000000.0,416000000.0,1163000000.0,10781000000.0,3646000000.0,44646000000.0,,,
LMT,LOCKHEED MARTIN CORP,2018-09-30,2018-10-25,2018,Q3,0000936468-18-000067,10-Q,45495000000.0,16859000000.0,897000000.0,,,,5902000000.0,5340000000.0,15204000000.0,943000000.0,1473000000.0,10788000000.0,3570000000.0,44493000000.0,,,
LMT,LOCKHEED MARTIN CORP,2019-03-31,2019-04-24,2019,Q1,0000936468-19-000022,10-Q,47684000000.0,18031000000.0,991000000.0,,,,6140000000.0,6150000000.0,15403000000.0,2465000000.0,1704000000.0,10769000000.0,3425000000.0,45162000000.0,,,
LMT,LOCKHEED MARTIN CORP,2019-06-30,2019-07-23,2019,Q2,0000936468-19-000058,10-Q,47840000000.0,18100000000.0,1167000000.0,,,,6170000000.0,6281000000.0,15132000000.0,2850000000.0,1420000000.0,10775000000.0,3351000000.0,44944000000.0,,,
LMT,LOCKHEED MARTIN CORP,2019-09-29,2019-10-24,2019,Q3,0000936468-19-000069,10-Q,49275000000.0,19803000000.0,2539000000.0,,,,6240000000.0,6280000000.0,15515000000.0,3893000000.0,1608000000.0,10762000000.0,3278000000.0,45338000000.0,,,
LMT,LOCKHEED MARTIN CORP,2020-03-29,2020-04-22,2020,Q1,0000936468-20-000056,10-Q,49248000000.0,19222000000.0,1988000000.0,,,,6605000000.0,6550000000.0,15652000000.0,3446000000.0,1717000000.0,10565000000.0,3142000000.0,45761000000.0,,,
LMT,LOCKHEED MARTIN CORP,2020-06-28,2020-07-21,2020,Q2,0000936468-20-000115,10-Q,49603000000.0,19570000000.0,2855000000.0,,,,6663000000.0,6587000000.0,14888000000.0,3751000000.0,1626000000.0,10579000000.0,3077000000.0,45817000000.0,,,
LMT,LOCKHEED MARTIN CORP,2020-09-27,2020-10-22,2020,Q3,0000936468-20-000125,10-Q,50773000000.0,20290000000.0,3585000000.0,,,,6803000000.0,6880000000.0,15201000000.0,4953000000.0,1698000000.0,10589000000.0,3013000000.0,45787000000.0,,,
LMT,LOCKHEED MARTIN CORP,2021-03-28,2021-04-21,2021,Q1,0000936468-21-000044,10-Q,51437000000.0,20252000000.0,2933000000.0,,,,7213000000.0,6868000000.0,14717000000.0,6312000000.0,1837000000.0,10799000000.0,2930000000.0,45104000000.0,,,
LMT,LOCKHEED MARTIN CORP,2021-06-27,2021-07-26,2021,Q2,0000936468-21-000072,10-Q,52099000000.0,20674000000.0,2745000000.0,,,,7290000000.0,7099000000.0,15242000000.0,6522000000.0,1815000000.0,10810000000.0,2849000000.0,45569000000.0,,,
LMT,LOCKHEED MARTIN CORP,2021-09-26,2021-10-26,2021,Q3,0000936468-21-000101,10-Q,51843000000.0,21357000000.0,2727000000.0,,,,7332000000.0,6907000000.0,15026000000.0,9631000000.0,614000000.0,10815000000.0,2768000000.0,42212000000.0,,,
LMT,LOCKHEED MARTIN CORP,2022-03-27,2022-04-20,2022,Q1,0000936468-22-000048,10-Q,51510000000.0,20390000000.0,1883000000.0,,,,7561000000.0,7416000000.0,16047000000.0,10002000000.0,1733000000.0,10811000000.0,2644000000.0,41508000000.0,,,
LMT,LOCKHEED MARTIN CORP,2022-06-26,2022-07-19,2022,Q2,0000936468-22-000096,10-Q,51758000000.0,20973000000.0,1775000000.0,,,,7569000000.0,7158000000.0,16479000000.0,11432000000.0,309000000.0,10794000000.0,2584000000.0,40326000000.0,,,
LMT,LOCKHEED MARTIN CORP,2022-09-25,2022-10-18,2022,Q3,0000936468-22-000120,10-Q,52030000000.0,20960000000.0,2430000000.0,,,,7629000000.0,7040000000.0,16347000000.0,11966000000.0,1778000000.0,10764000000.0,2521000000.0,40064000000.0,,,
LMT,LOCKHEED MARTIN CORP,2023-03-26,2023-04-18,2023,Q1,0000936468-23-000051,10-Q,54622000000.0,22144000000.0,2440000000.0,,,,7938000000.0,7192000000.0,16982000000.0,9646000000.0,1689000000.0,10776000000.0,2397000000.0,44976000000.0,,,
LMT,LOCKHEED MARTIN CORP,2023-06-25,2023-07-19,2023,Q2,0000936468-23-000099,10-Q,56978000000.0,24087000000.0,3673000000.0,,,,7966000000.0,7276000000.0,17704000000.0,9240000000.0,1681000000.0,10795000000.0,2336000000.0,47738000000.0,,,
LMT,LOCKHEED MARTIN CORP,2023-09-24,2023-10-17,2023,Q3,0000936468-23-000123,10-Q,56666000000.0,23322000000.0,3551000000.0,,,,8046000000.0,7369000000.0,17193000000.0,9274000000.0,1684000000.0,10782000000.0,2274000000.0,47392000000.0,,,
LMT,LOCKHEED MARTIN CORP,2024-03-31,2024-04-23,2024,Q1,0000936468-24-000052,10-Q,54963000000.0,22958000000.0,2790000000.0,,3278000000.0,,8354000000.0,7687000000.0,17699000000.0,6650000000.0,1545000000.0,10789000000.0,2151000000.0,48313000000.0,,,
LMT,LOCKHEED MARTIN CORP,2024-06-30,2024-07-23,2024,Q2,0000936468-24-000095,10-Q,55076000000.0,22967000000.0,2523000000.0,,3097000000.0,,8394000000.0,7808000000.0,18493000000.0,6650000000.0,1641000000.0,10787000000.0,2040000000.0,48901000000.0,,,
LMT,LOCKHEED MARTIN CORP,2024-09-29,2024-10-22,2024,Q3,0000936468-24-000110,10-Q,55520000000.0,23211000000.0,3151000000.0,,3234000000.0,,8454000000.0,7971000000.0,17810000000.0,6175000000.0,1623000000.0,10800000000.0,1979000000.0,48320000000.0,,,
LMT,LOCKHEED MARTIN CORP,2025-03-30,2025-04-22,2025,Q1,0000936468-25-000035,10-Q,56669000000.0,22801000000.0,1803000000.0,,3599000000.0,,8713000000.0,8559000000.0,21187000000.0,6683000000.0,1712000000.0,11076000000.0,1952000000.0,49986000000.0,,,
LMT,LOCKHEED MARTIN CORP,2025-06-29,2025-07-22,2025,Q2,0001628280-25-035565,10-Q,58870000000.0,23988000000.0,1293000000.0,,3699000000.0,,8670000000.0,8820000000.0,24354000000.0,6683000000.0,342000000.0,11309000000.0,2013000000.0,53536000000.0,,,
LMT,LOCKHEED MARTIN CORP,2025-09-28,2025-10-21,2025,Q3,0001628280-25-045693,10-Q,60276000000.0,25936000000.0,3470000000.0,,3749000000.0,,8722000000.0,8949000000.0,22974000000.0,5334000000.0,1619000000.0,11313000000.0,1943000000.0,54095000000.0,,,
MRCY,MERCURY SYSTEMS INC,2011-09-30,2011-11-04,2012,Q1,0001193125-11-297057,10-Q,354814000.0,241203000.0,165862000.0,38128000.0,24502000.0,4242000.0,14221000.0,926000.0,31672000.0,306682000.0,2653000.0,79558000.0,15906000.0,48132000.0,,,
MRCY,MERCURY SYSTEMS INC,2011-12-31,2012-02-08,2012,Q2,0001193125-12-046257,10-Q,377656000.0,198979000.0,104955000.0,46807000.0,22760000.0,5262000.0,14452000.0,928000.0,39216000.0,318211000.0,9045000.0,132471000.0,27545000.0,59445000.0,,,
MRCY,MERCURY SYSTEMS INC,2012-03-31,2012-05-03,2012,Q3,0001193125-12-208112,10-Q,379346000.0,201203000.0,114845000.0,38190000.0,21802000.0,4894000.0,15351000.0,955000.0,37495000.0,325096000.0,5245000.0,132325000.0,26231000.0,54250000.0,,,
MRCY,MERCURY SYSTEMS INC,2012-09-30,2012-11-05,2013,Q1,0001193125-12-451734,10-Q,386980000.0,143286000.0,30568000.0,40503000.0,40438000.0,6253000.0,19738000.0,1098000.0,36504000.0,328554000.0,-7200000.0,177517000.0,41795000.0,58426000.0,,,
MRCY,MERCURY SYSTEMS INC,2012-12-31,2013-02-08,2013,Q2,0001193125-13-045173,10-Q,382139000.0,143780000.0,33900000.0,35275000.0,40783000.0,5444000.0,18261000.0,1446000.0,35262000.0,326083000.0,-4784000.0,178429000.0,39565000.0,56056000.0,,,
MRCY,MERCURY SYSTEMS INC,2013-03-31,2013-05-10,2013,Q3,0001193125-13-212995,10-Q,376394000.0,142305000.0,35145000.0,29470000.0,38744000.0,4919000.0,16631000.0,1305000.0,28617000.0,328422000.0,788000.0,178429000.0,37209000.0,47972000.0,,,
MRCY,MERCURY SYSTEMS INC,2013-09-30,2013-11-07,2014,Q1,0001049521-13-000018,10-Q,370885000.0,145343000.0,40106000.0,35143000.0,35179000.0,6737000.0,14565000.0,1061000.0,27417000.0,329218000.0,-2256000.0,176612000.0,32758000.0,41667000.0,,,
MRCY,MERCURY SYSTEMS INC,2013-12-31,2014-02-06,2014,Q2,0001049521-14-000005,10-Q,369742000.0,144467000.0,44535000.0,31117000.0,33140000.0,6916000.0,16145000.0,841000.0,24330000.0,330812000.0,-1045000.0,176612000.0,31131000.0,38930000.0,,,
MRCY,MERCURY SYSTEMS INC,2014-03-31,2014-05-08,2014,Q3,0001049521-14-000009,10-Q,373596000.0,151041000.0,45710000.0,33535000.0,35330000.0,4683000.0,15226000.0,713000.0,33018000.0,332262000.0,-578000.0,177116000.0,28954000.0,41334000.0,,,
MRCY,MERCURY SYSTEMS INC,2014-09-30,2014-11-06,2015,Q1,0001049521-14-000039,10-Q,376990000.0,166052000.0,48876000.0,35155000.0,30771000.0,4547000.0,13343000.0,1255000.0,34084000.0,330441000.0,499000.0,168146000.0,23244000.0,46549000.0,,,
MRCY,MERCURY SYSTEMS INC,2014-12-31,2015-02-05,2015,Q2,0001049521-15-000009,10-Q,385367000.0,179035000.0,56987000.0,47432000.0,30011000.0,3835000.0,12968000.0,1238000.0,39457000.0,334216000.0,265000.0,168146000.0,21481000.0,51151000.0,,,
MRCY,MERCURY SYSTEMS INC,2015-03-31,2015-05-07,2015,Q3,0001049521-15-000018,10-Q,389240000.0,187759000.0,66520000.0,47552000.0,32526000.0,3661000.0,12391000.0,941000.0,40733000.0,340665000.0,3675000.0,168146000.0,19739000.0,48575000.0,,,
MRCY,MERCURY SYSTEMS INC,2015-09-30,2015-11-05,2016,Q1,0001049521-15-000049,10-Q,401388000.0,200867000.0,79073000.0,41993000.0,34666000.0,5292000.0,13493000.0,2148000.0,42761000.0,352634000.0,1960000.0,168146000.0,16470000.0,48754000.0,,,
MRCY,MERCURY SYSTEMS INC,2015-12-31,2016-02-04,2016,Q2,0001049521-16-000066,10-Q,408092000.0,198978000.0,81554000.0,35468000.0,36707000.0,5361000.0,13324000.0,3169000.0,41392000.0,361458000.0,4793000.0,173749000.0,18608000.0,46634000.0,,,
MRCY,MERCURY SYSTEMS INC,2016-03-31,2016-05-05,2016,Q3,0001049521-16-000078,10-Q,414756000.0,206635000.0,84245000.0,39314000.0,34348000.0,4652000.0,13512000.0,3369000.0,41992000.0,367743000.0,4526000.0,173741000.0,17235000.0,47013000.0,,,
MRCY,MERCURY SYSTEMS INC,2016-09-30,2016-11-03,2017,Q1,0001049521-16-000107,10-Q,722161000.0,231958000.0,77314000.0,62158000.0,58443000.0,7665000.0,31376000.0,2231000.0,56174000.0,474539000.0,3819000.0,344525000.0,112071000.0,247622000.0,,,
MRCY,MERCURY SYSTEMS INC,2016-12-31,2017-02-09,2017,Q2,0001049521-17-000018,10-Q,755277000.0,224847000.0,46185000.0,68827000.0,70088000.0,6646000.0,39379000.0,1952000.0,68520000.0,484716000.0,5204000.0,366791000.0,122308000.0,270561000.0,,,
MRCY,MERCURY SYSTEMS INC,2017-03-31,2017-05-04,2017,Q3,0001049521-17-000031,10-Q,981376000.0,448353000.0,270238000.0,68227000.0,72096000.0,7916000.0,47356000.0,2001000.0,73365000.0,711382000.0,7048000.0,365713000.0,117953000.0,269994000.0,,,
MRCY,MERCURY SYSTEMS INC,2017-09-30,2017-11-02,2018,Q1,0001049521-17-000060,10-Q,822592000.0,251997000.0,26074000.0,89037000.0,93274000.0,9114000.0,51603000.0,8291000.0,75316000.0,734268000.0,17953000.0,384200000.0,126501000.0,88324000.0,,,
MRCY,MERCURY SYSTEMS INC,2017-12-31,2018-02-02,2018,Q2,0001049521-18-000007,10-Q,835816000.0,268902000.0,32035000.0,87315000.0,105912000.0,7970000.0,51640000.0,9817000.0,74276000.0,749231000.0,9133000.0,384785000.0,120672000.0,86585000.0,,,
MRCY,MERCURY SYSTEMS INC,2018-03-31,2018-05-03,2018,Q3,0001049521-18-000020,10-Q,1056946000.0,313158000.0,44217000.0,101400000.0,117075000.0,7802000.0,51291000.0,6814000.0,79337000.0,755796000.0,3696000.0,499292000.0,186391000.0,301150000.0,,,
MRCY,MERCURY SYSTEMS INC,2018-09-30,2018-11-08,2019,Q1,0001049521-18-000045,10-Q,1126974000.0,364179000.0,72869000.0,113920000.0,121156000.0,9521000.0,50829000.0,7771000.0,82756000.0,776621000.0,7479000.0,520589000.0,183606000.0,350353000.0,,,
MRCY,MERCURY SYSTEMS INC,2018-12-31,2019-02-07,2019,Q2,0001049521-19-000006,10-Q,1156639000.0,399305000.0,93903000.0,123117000.0,126402000.0,9923000.0,53130000.0,7873000.0,93180000.0,796076000.0,12383000.0,519660000.0,176671000.0,360563000.0,,,
MRCY,MERCURY SYSTEMS INC,2019-03-31,2019-05-09,2019,Q3,0001049521-19-000015,10-Q,1212381000.0,425170000.0,112515000.0,114806000.0,131655000.0,10253000.0,55857000.0,7011000.0,93790000.0,796076000.0,14109000.0,543515000.0,180828000.0,399999000.0,,,
MRCY,MERCURY SYSTEMS INC,2019-09-27,2019-11-05,2020,Q1,0001049521-19-000047,10-Q,1473852000.0,503041000.0,161299000.0,108904000.0,148500000.0,12599000.0,65946000.0,6191000.0,94070000.0,1295278000.0,19247000.0,617175000.0,230187000.0,178574000.0,,,
MRCY,MERCURY SYSTEMS INC,2019-12-27,2020-02-04,2020,Q2,0001049521-20-000009,10-Q,1512620000.0,545109000.0,182037000.0,132072000.0,153642000.0,10602000.0,72696000.0,5834000.0,107884000.0,1295278000.0,15676000.0,614648000.0,224507000.0,195564000.0,,,
MRCY,MERCURY SYSTEMS INC,2020-03-27,2020-05-05,2020,Q3,0001049521-20-000017,10-Q,1771640000.0,795393000.0,407146000.0,127129000.0,161858000.0,11271000.0,78664000.0,5095000.0,122016000.0,1317056000.0,23565000.0,614830000.0,216546000.0,422207000.0,,,
MRCY,MERCURY SYSTEMS INC,2021-12-31,2022-02-08,2022,Q2,0001049521-22-000010,10-Q,2230774000.0,708792000.0,105169000.0,126325000.0,251272000.0,16153000.0,127385000.0,4186000.0,163672000.0,1487121000.0,-2639000.0,942346000.0,376091000.0,743653000.0,,,
MRCY,MERCURY SYSTEMS INC,2022-09-30,2022-11-08,2023,Q1,0001049521-22-000067,10-Q,2349042000.0,878805000.0,51981000.0,164210000.0,287578000.0,34798000.0,125913000.0,5734000.0,182006000.0,1538930000.0,-14335000.0,937884000.0,336968000.0,810112000.0,,,
MRCY,MERCURY SYSTEMS INC,2022-12-30,2023-02-07,2023,Q2,0001049521-23-000005,10-Q,2347952000.0,896881000.0,76944000.0,145855000.0,311976000.0,28615000.0,121989000.0,7884000.0,200575000.0,1538930000.0,-10920000.0,938093000.0,323434000.0,803860000.0,,,
MRCY,MERCURY SYSTEMS INC,2023-03-31,2023-05-09,2023,Q3,0001049521-23-000009,10-Q,2383873000.0,937875000.0,64441000.0,125562000.0,342777000.0,24785000.0,119482000.0,13816000.0,220158000.0,1544092000.0,5156000.0,938093000.0,310647000.0,822974000.0,,,
MRCY,MERCURY SYSTEMS INC,2023-09-29,2023-11-07,2024,Q1,0001049521-23-000047,10-Q,2400764000.0,954704000.0,89369000.0,91448000.0,362910000.0,22422000.0,117174000.0,4446000.0,205318000.0,1540812000.0,-36708000.0,938093000.0,285551000.0,859952000.0,,,
MRCY,MERCURY SYSTEMS INC,2023-12-29,2024-02-06,2024,Q2,0001049521-24-000009,10-Q,2436252000.0,983821000.0,168646000.0,82737000.0,354212000.0,21470000.0,114361000.0,5585000.0,225721000.0,1540812000.0,-45581000.0,938093000.0,273309000.0,931760000.0,,,
MRCY,MERCURY SYSTEMS INC,2024-03-29,2024-05-07,2024,Q3,0001049521-24-000017,10-Q,2378178000.0,951509000.0,142645000.0,91785000.0,343015000.0,20656000.0,113907000.0,5169000.0,207569000.0,1504492000.0,-44574000.0,938093000.0,261805000.0,905385000.0,,,
MRCY,MERCURY SYSTEMS INC,2024-09-27,2024-11-05,2025,Q1,0001049521-24-000044,10-Q,2368981000.0,954316000.0,158123000.0,124546000.0,351088000.0,22289000.0,105059000.0,7486000.0,232794000.0,1459841000.0,-17525000.0,938093000.0,239306000.0,909140000.0,,,
MRCY,MERCURY SYSTEMS INC,2024-12-27,2025-02-04,2025,Q2,0001049521-25-000009,10-Q,2401455000.0,990684000.0,242565000.0,104491000.0,344415000.0,20556000.0,111459000.0,6840000.0,273533000.0,1459841000.0,-17579000.0,938093000.0,226142000.0,941179000.0,,,
MRCY,MERCURY SYSTEMS INC,2025-03-28,2025-05-06,2025,Q3,0001049521-25-000017,10-Q,2414417000.0,1019504000.0,269822000.0,103401000.0,352689000.0,19339000.0,107477000.0,6151000.0,296564000.0,1460276000.0,-19170000.0,938093000.0,215977000.0,963328000.0,,,
MRCY,MERCURY SYSTEMS INC,2025-09-26,2025-11-04,2026,Q1,0001049521-25-000062,10-Q,2457592000.0,1084623000.0,304716000.0,92648000.0,340246000.0,70789000.0,102634000.0,5105000.0,322183000.0,1475009000.0,-12515000.0,938093000.0,200407000.0,982583000.0,,,
MRCY,MERCURY SYSTEMS INC,2021-12-31,2022-05-10,2022,Q2,0001049521-22-000019,10-Q,,,,,,,,,,1487121000.0,,,,,,,
NOC,NORTHROP GRUMMAN CORP /DE/,2010-09-30,2010-10-27,2010,Q3,0000950123-10-096434,10-Q,30176000000.0,9003000000.0,2528000000.0,,,,4767000000.0,1110000000.0,7763000000.0,13194000000.0,497000000.0,13517000000.0,801000000.0,16982000000.0,,,
NOC,NORTHROP GRUMMAN CORP /DE/,2011-03-31,2011-04-27,2011,Q1,0000950123-11-039852,10-Q,26790000000.0,9071000000.0,4019000000.0,,,,3046000000.0,1090000000.0,6161000000.0,12677000000.0,530000000.0,12376000000.0,183000000.0,14113000000.0,,,
NOC,NORTHROP GRUMMAN CORP /DE/,2011-06-30,2011-07-27,2011,Q2,0000950123-11-068777,10-Q,25377000000.0,7814000000.0,2810000000.0,,,,3028000000.0,1086000000.0,5795000000.0,12149000000.0,520000000.0,12376000000.0,174000000.0,13228000000.0,,,
NOC,NORTHROP GRUMMAN CORP /DE/,2011-09-30,2011-10-26,2011,Q3,0001193125-11-281569,10-Q,25100000000.0,7686000000.0,2946000000.0,,,,3010000000.0,1022000000.0,5721000000.0,11951000000.0,520000000.0,12376000000.0,164000000.0,13149000000.0,,,
NOC,NORTHROP GRUMMAN CORP /DE/,2012-03-31,2012-04-25,2012,Q1,0001133421-12-000015,10-Q,25053000000.0,7360000000.0,2682000000.0,,,,2993000000.0,1431000000.0,5594000000.0,10541000000.0,506000000.0,12374000000.0,,14512000000.0,,,
NOC,NORTHROP GRUMMAN CORP /DE/,2012-06-30,2012-07-25,2012,Q2,0001133421-12-000033,10-Q,25226000000.0,7700000000.0,3148000000.0,,,,2935000000.0,1409000000.0,5608000000.0,10715000000.0,480000000.0,12344000000.0,,14511000000.0,,,
NOC,NORTHROP GRUMMAN CORP /DE/,2012-09-30,2012-10-24,2012,Q3,0001133421-12-000046,10-Q,25262000000.0,7902000000.0,3525000000.0,,,,2895000000.0,1412000000.0,5690000000.0,10947000000.0,459000000.0,12373000000.0,,14315000000.0,,,
NOC,NORTHROP GRUMMAN CORP /DE/,2013-03-31,2013-04-24,2013,Q1,0001133421-13-000027,10-Q,25914000000.0,7846000000.0,3183000000.0,,,,2829000000.0,1292000000.0,5555000000.0,9469000000.0,489000000.0,12437000000.0,,16445000000.0,,,
NOC,NORTHROP GRUMMAN CORP /DE/,2013-06-30,2013-07-24,2013,Q2,0001133421-13-000061,10-Q,27508000000.0,9564000000.0,4904000000.0,,,,2783000000.0,1295000000.0,5639000000.0,9558000000.0,488000000.0,12437000000.0,,17950000000.0,,,
NOC,NORTHROP GRUMMAN CORP /DE/,2013-09-30,2013-10-23,2013,Q3,0001133421-13-000076,10-Q,27405000000.0,9591000000.0,4944000000.0,,,,2763000000.0,1339000000.0,5762000000.0,9356000000.0,497000000.0,12438000000.0,,18049000000.0,,,
NOC,NORTHROP GRUMMAN CORP /DE/,2014-03-31,2014-04-23,2014,Q1,0001133421-14-000021,10-Q,25535000000.0,8604000000.0,3885000000.0,,,,2793000000.0,1471000000.0,5271000000.0,10569000000.0,579000000.0,12468000000.0,,14966000000.0,,,
NOC,NORTHROP GRUMMAN CORP /DE/,2014-06-30,2014-07-23,2014,Q2,0001133421-14-000049,10-Q,25351000000.0,8390000000.0,3476000000.0,,,,2818000000.0,1495000000.0,5414000000.0,10268000000.0,511000000.0,12468000000.0,,15083000000.0,,,
NOC,NORTHROP GRUMMAN CORP /DE/,2014-09-30,2014-10-22,2014,Q3,0001133421-14-000056,10-Q,25043000000.0,8122000000.0,3402000000.0,,,,2845000000.0,1484000000.0,5511000000.0,9893000000.0,473000000.0,12463000000.0,,15150000000.0,,,
NOC,NORTHROP GRUMMAN CORP /DE/,2015-03-31,2015-04-29,2015,Q1,0001133421-15-000026,10-Q,25266000000.0,7143000000.0,2646000000.0,,,,2989000000.0,1277000000.0,5284000000.0,6748000000.0,484000000.0,12464000000.0,,18518000000.0,,,
NOC,NORTHROP GRUMMAN CORP /DE/,2015-06-30,2015-07-29,2015,Q2,0001133421-15-000048,10-Q,24552000000.0,6460000000.0,1907000000.0,,,,3005000000.0,1240000000.0,5154000000.0,6171000000.0,531000000.0,12464000000.0,,18381000000.0,,,
NOC,NORTHROP GRUMMAN CORP /DE/,2015-09-30,2015-10-28,2015,Q3,0001133421-15-000057,10-Q,23966000000.0,5951000000.0,1292000000.0,,856000000.0,,3005000000.0,1200000000.0,5133000000.0,5697000000.0,516000000.0,12458000000.0,,18269000000.0,,,
NOC,NORTHROP GRUMMAN CORP /DE/,2016-03-31,2016-04-27,2016,Q1,0001133421-16-000080,10-Q,23933000000.0,5706000000.0,1277000000.0,,898000000.0,,3230000000.0,1152000000.0,4955000000.0,5621000000.0,556000000.0,12462000000.0,,18312000000.0,,,
NOC,NORTHROP GRUMMAN CORP /DE/,2016-06-30,2016-07-27,2016,Q2,0001133421-16-000103,10-Q,24081000000.0,5781000000.0,1139000000.0,,973000000.0,,3299000000.0,1163000000.0,5099000000.0,5681000000.0,517000000.0,12463000000.0,,18400000000.0,,,
NOC,NORTHROP GRUMMAN CORP /DE/,2016-09-30,2016-10-26,2016,Q3,0001133421-16-000109,10-Q,24100000000.0,5771000000.0,1103000000.0,,797000000.0,,3334000000.0,1292000000.0,5106000000.0,5767000000.0,602000000.0,12464000000.0,,18333000000.0,,,
NOC,NORTHROP GRUMMAN CORP /DE/,2017-03-31,2017-04-26,2017,Q1,0001133421-17-000020,10-Q,25413000000.0,6568000000.0,1403000000.0,,933000000.0,,3656000000.0,1319000000.0,5168000000.0,5558000000.0,640000000.0,12454000000.0,,19855000000.0,,,
NOC,NORTHROP GRUMMAN CORP /DE/,2017-06-30,2017-07-26,2017,Q2,0001133421-17-000038,10-Q,25813000000.0,6864000000.0,1383000000.0,,1039000000.0,,3802000000.0,1309000000.0,6186000000.0,5919000000.0,552000000.0,12453000000.0,,19894000000.0,,,
NOC,NORTHROP GRUMMAN CORP /DE/,2017-09-30,2017-10-25,2017,Q3,0001133421-17-000045,10-Q,26513000000.0,7599000000.0,1878000000.0,,1007000000.0,,3925000000.0,1333000000.0,6300000000.0,6493000000.0,645000000.0,12456000000.0,,20020000000.0,,,
