ticker,company_name,quarter_end,filing_date,fiscal_year,fiscal_quarter,accession_number,form,total_assets,assets_current,cash,accounts_receivable_net,inventory_net,prepaid_expense_current,ppe_net,other_assets_noncurrent,liabilities_current,stockholders_equity,net_income,goodwill,intangibles_net,total_liabilities,assets_noncurrent,liabilities_noncurrent,marketable_securities
AVAV,AeroVironment Inc,2024-01-27,2024-03-05,2024,Q3,0001558370-24-002395,10-Q,980299000.0,500691000.0,107694000.0,53236000.0,161384000.0,21708000.0,45053000.0,10205000.0,107531000.0,793730000.0,13885000.0,275189000.0,77597000.0,,,,
AVAV,AeroVironment Inc,2024-07-27,2024-09-05,2025,Q1,0001558370-24-012587,10-Q,999169000.0,500346000.0,81162000.0,35487000.0,143835000.0,19758000.0,48071000.0,15826000.0,117358000.0,845538000.0,21166000.0,275932000.0,67521000.0,,,,
AVAV,AeroVironment Inc,2024-10-26,2024-12-05,2025,Q2,0001558370-24-016018,10-Q,1019085000.0,514845000.0,68960000.0,73935000.0,139698000.0,18444000.0,49681000.0,19282000.0,111611000.0,845538000.0,7543000.0,275827000.0,62703000.0,,,,
AVAV,AeroVironment Inc,2025-01-25,2025-03-05,2025,Q3,0001558370-25-002198,10-Q,1048143000.0,543886000.0,47000000.0,81231000.0,147973000.0,22919000.0,49587000.0,23080000.0,128908000.0,858397000.0,-1754000.0,275289000.0,57780000.0,,,,
BAH,Booz Allen Hamilton Holding Corp,2011-06-30,2011-08-10,2012,Q1,0000950123-11-075542,10-Q,3027569000.0,1376788000.0,228513000.0,1079944000.0,,68331000.0,177254000.0,73668000.0,808157000.0,974162000.0,51136000.0,1163712000.0,236147000.0,2053407000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2011-09-30,2011-11-03,2012,Q2,0001193125-11-294991,10-Q,3136169000.0,1471410000.0,356220000.0,1031545000.0,,83645000.0,188789000.0,66923000.0,831610000.0,1070778000.0,75332000.0,1177031000.0,232016000.0,2065391000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2011-12-31,2012-02-03,2012,Q3,0001193125-12-038532,10-Q,3207349000.0,1537695000.0,405027000.0,1065056000.0,,67612000.0,195277000.0,58337000.0,837460000.0,1142270000.0,62860000.0,1188115000.0,227925000.0,2065079000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2012-09-30,2012-10-31,2013,Q2,0001443646-12-000003,10-Q,3090078000.0,1442662000.0,488979000.0,839647000.0,,114036000.0,174640000.0,67485000.0,969054000.0,119534000.0,46116000.0,1187715000.0,217576000.0,2970544000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2012-12-31,2013-01-30,2013,Q3,0001443646-13-000003,10-Q,3150906000.0,1396652000.0,317578000.0,980287000.0,,98787000.0,170216000.0,66432000.0,976297000.0,184522000.0,56184000.0,1276565000.0,241041000.0,2966384000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2013-06-30,2013-07-31,2014,Q1,0001443646-13-000022,10-Q,3168023000.0,1431345000.0,385359000.0,995554000.0,,50432000.0,154126000.0,73408000.0,912895000.0,288193000.0,70313000.0,1277123000.0,232021000.0,2879830000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2013-09-30,2013-10-30,2014,Q2,0001443646-13-000039,10-Q,3184519000.0,1464009000.0,427223000.0,968440000.0,,68346000.0,143885000.0,71576000.0,875962000.0,390135000.0,67813000.0,1276724000.0,228325000.0,2794384000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2013-12-31,2014-01-31,2014,Q3,0001443646-14-000006,10-Q,3050133000.0,1348092000.0,403164000.0,886260000.0,,58668000.0,134990000.0,68377000.0,899643000.0,278688000.0,47167000.0,1274046000.0,224628000.0,2771445000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2014-06-30,2014-07-30,2015,Q1,0001443646-14-000032,10-Q,2963413000.0,1300753000.0,319448000.0,897542000.0,,83763000.0,117930000.0,52709000.0,855969000.0,229849000.0,71115000.0,1273560000.0,218461000.0,2733564000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2014-09-30,2014-10-29,2015,Q2,0001443646-14-000040,10-Q,2829126000.0,1178724000.0,241824000.0,820705000.0,,116195000.0,110033000.0,51012000.0,828117000.0,164322000.0,65284000.0,1273293000.0,216064000.0,2664804000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2014-12-31,2015-01-28,2015,Q3,0001443646-15-000004,10-Q,2832070000.0,1154546000.0,197443000.0,844745000.0,,112358000.0,105537000.0,50244000.0,808855000.0,195249000.0,52807000.0,1299370000.0,222373000.0,2636821000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2015-06-30,2015-07-29,2016,Q1,0001443646-15-000058,10-Q,2853179000.0,1128913000.0,151476000.0,867441000.0,,109996000.0,111880000.0,91853000.0,816375000.0,207654000.0,64306000.0,1303832000.0,216701000.0,2645525000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2015-09-30,2015-10-28,2016,Q2,0001443646-15-000108,10-Q,2874625000.0,1147613000.0,187401000.0,847957000.0,,112255000.0,115465000.0,92169000.0,788191000.0,268984000.0,56216000.0,1305357000.0,214021000.0,2605641000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2015-12-31,2016-01-27,2016,Q3,0001443646-16-000116,10-Q,2966508000.0,1134183000.0,167104000.0,845175000.0,,121904000.0,126048000.0,121701000.0,793477000.0,380757000.0,108055000.0,1361550000.0,223026000.0,2585751000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2016-06-30,2016-07-27,2017,Q1,0001443646-16-000177,10-Q,3041680000.0,1210228000.0,179974000.0,952797000.0,,77457000.0,128813000.0,123178000.0,895363000.0,462274000.0,67817000.0,1361913000.0,217548000.0,2579406000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2016-09-30,2016-11-02,2017,Q2,0001443646-16-000207,10-Q,3093619000.0,1271813000.0,307223000.0,872655000.0,,91935000.0,128266000.0,117189000.0,890147000.0,516337000.0,62830000.0,1361913000.0,214438000.0,2577282000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2016-12-31,2017-01-30,2017,Q3,0001443646-17-000011,10-Q,3166535000.0,1358783000.0,349624000.0,902493000.0,,106666000.0,133788000.0,100724000.0,921022000.0,569713000.0,55590000.0,1361913000.0,211327000.0,2596822000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2017-06-30,2017-08-07,2018,Q1,0001443646-17-000108,10-Q,3575525000.0,1506976000.0,337487000.0,1073968000.0,,95521000.0,138912000.0,90558000.0,945267000.0,599027000.0,79540000.0,1571186000.0,267893000.0,2976498000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2017-09-30,2017-11-06,2018,Q2,0001443646-17-000170,10-Q,3529635000.0,1449277000.0,330043000.0,1026477000.0,,92757000.0,151724000.0,93568000.0,969507000.0,536283000.0,70913000.0,1571186000.0,263880000.0,2993352000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2017-12-31,2018-02-05,2018,Q3,0001443646-18-000018,10-Q,3539296000.0,1425160000.0,289495000.0,1045300000.0,,90365000.0,166498000.0,101097000.0,955812000.0,564278000.0,69773000.0,1580929000.0,265612000.0,2975018000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2018-06-30,2018-07-30,2019,Q1,0001443646-18-000162,10-Q,3632032000.0,1511511000.0,149723000.0,1275221000.0,,86567000.0,152053000.0,101362000.0,1022557000.0,607481000.0,104204000.0,1581160000.0,285946000.0,3024551000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2018-09-30,2018-10-29,2019,Q2,0001443646-18-000206,10-Q,3735386000.0,1601897000.0,342586000.0,1165326000.0,,93985000.0,152264000.0,112116000.0,1104798000.0,646340000.0,92713000.0,1581160000.0,287949000.0,3089046000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2018-12-31,2019-02-01,2019,Q3,0001443646-19-000017,10-Q,3797977000.0,1661866000.0,211859000.0,1322097000.0,,127910000.0,153720000.0,113741000.0,1104423000.0,675255000.0,132037000.0,1581160000.0,287490000.0,3122722000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2019-06-30,2019-07-29,2020,Q1,0001443646-19-000145,10-Q,4513650000.0,2116399000.0,649100000.0,1407716000.0,,59583000.0,177837000.0,89315000.0,1211514000.0,748823000.0,117386000.0,1581160000.0,291629000.0,3764827000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2019-09-30,2019-11-01,2020,Q2,0001443646-19-000183,10-Q,4568858000.0,2163403000.0,781546000.0,1321111000.0,,60746000.0,187475000.0,91710000.0,1210569000.0,748823000.0,114325000.0,1581160000.0,294300000.0,3728675000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2019-12-31,2020-01-31,2020,Q3,0001443646-20-000022,10-Q,4630627000.0,2222763000.0,696821000.0,1427816000.0,,98126000.0,195392000.0,89701000.0,1153832000.0,840183000.0,112026000.0,1581160000.0,298269000.0,3715590000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2020-06-30,2020-07-31,2021,Q1,0001443646-20-000122,10-Q,4703989000.0,2243540000.0,620612000.0,1521545000.0,,101383000.0,205096000.0,140094000.0,1238779000.0,882467000.0,129329000.0,1581160000.0,303469000.0,3821522000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2020-09-30,2020-10-30,2021,Q2,0001443646-20-000165,10-Q,5284898000.0,2811043000.0,1275190000.0,1467581000.0,,68272000.0,201784000.0,145619000.0,1401591000.0,882467000.0,136081000.0,1581160000.0,303769000.0,4312941000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2020-12-31,2021-01-29,2021,Q3,0001443646-21-000020,10-Q,5368184000.0,2821366000.0,1341301000.0,1420705000.0,,59360000.0,196063000.0,220439000.0,1420961000.0,971957000.0,144371000.0,1581160000.0,304147000.0,4294919000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2021-06-30,2021-07-30,2022,Q1,0001443646-21-000131,10-Q,5984942000.0,2476815000.0,621862000.0,1672772000.0,,182181000.0,195930000.0,539361000.0,1370913000.0,1023533000.0,92102000.0,1925151000.0,609762000.0,4961409000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2021-09-30,2021-10-29,2022,Q2,0001443646-21-000179,10-Q,6025792000.0,2419909000.0,788697000.0,1511579000.0,,119633000.0,195214000.0,471409000.0,1437284000.0,1023533000.0,154834000.0,2022830000.0,682280000.0,4977694000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2021-12-31,2022-01-28,2022,Q3,0001443646-22-000013,10-Q,5944033000.0,2355140000.0,642709000.0,1618494000.0,,93937000.0,195515000.0,477766000.0,1392354000.0,1071027000.0,128931000.0,2021931000.0,664640000.0,4869779000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2022-06-30,2022-07-29,2023,Q1,0001443646-22-000133,10-Q,5962399000.0,2421153000.0,497828000.0,1828376000.0,,94949000.0,194948000.0,483993000.0,1515991000.0,1097705000.0,138284000.0,2021931000.0,626907000.0,4863275000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2022-09-30,2022-10-28,2023,Q2,0001443646-22-000189,10-Q,6205657000.0,2718047000.0,756520000.0,1655774000.0,,305753000.0,191247000.0,475582000.0,1500180000.0,1216483000.0,170932000.0,2014890000.0,607235000.0,4987122000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2022-12-31,2023-01-27,2023,Q3,0001443646-23-000021,10-Q,6345729000.0,2285366000.0,370939000.0,1807776000.0,,106651000.0,192306000.0,280633000.0,1582719000.0,1205679000.0,30997000.0,2337584000.0,714861000.0,5140050000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2023-06-30,2023-07-28,2024,Q1,0001443646-23-000174,10-Q,6766317000.0,2407756000.0,209640000.0,2099966000.0,,98150000.0,183316000.0,293947000.0,1992455000.0,1017071000.0,161388000.0,2343789000.0,657780000.0,5749246000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2023-09-30,2023-10-27,2024,Q2,0001443646-23-000230,10-Q,7162609000.0,2700555000.0,557296000.0,2009847000.0,,133412000.0,178914000.0,298327000.0,1605741000.0,1072130000.0,170718000.0,2343789000.0,637787000.0,6090479000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2023-12-31,2024-01-26,2024,Q3,0001443646-24-000010,10-Q,6474728000.0,2676935000.0,601813000.0,1968086000.0,,107036000.0,178719000.0,301738000.0,1597408000.0,1086243000.0,145644000.0,2343789000.0,619154000.0,5388485000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2024-06-30,2024-07-26,2025,Q1,0001443646-24-000156,10-Q,6640787000.0,2700685000.0,297664000.0,2281581000.0,,121440000.0,185529000.0,299271000.0,1736938000.0,1083941000.0,165233000.0,2394109000.0,621942000.0,5556846000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2024-09-30,2024-10-25,2025,Q2,0001443646-24-000200,10-Q,6878374000.0,2917023000.0,558724000.0,2225358000.0,,132941000.0,181142000.0,312437000.0,1874855000.0,1200769000.0,390112000.0,2404937000.0,598486000.0,5677605000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2024-12-31,2025-01-31,2025,Q3,0001443646-25-000012,10-Q,6820989000.0,2846393000.0,453539000.0,2223712000.0,,169142000.0,177267000.0,320419000.0,1814329000.0,1209917000.0,186950000.0,2404941000.0,580062000.0,5611072000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2025-06-30,2025-07-25,2026,Q1,0001443646-25-000137,10-Q,7170000000.0,3135000000.0,711000000.0,2286000000.0,,138000000.0,171000000.0,411000000.0,1760000000.0,1065000000.0,271000000.0,2405000000.0,549000000.0,6105000000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2025-09-30,2025-10-24,2026,Q2,0001628280-25-046176,10-Q,7153000000.0,3221000000.0,816000000.0,2217000000.0,,188000000.0,171000000.0,415000000.0,1834000000.0,1065000000.0,175000000.0,2405000000.0,537000000.0,6157000000.0,,,
BAH,Booz Allen Hamilton Holding Corp,2012-06-30,2012-08-30,2013,Q1,0001445305-12-002790,10-Q/A,,,,,,,,,,,61945000.0,,,,,,
CACI,CACI INTERNATIONAL INC /DE/,2010-09-30,2010-11-04,2011,Q1,0001193125-10-248022,10-Q,2119604000.0,707519000.0,110146000.0,550546000.0,,,58739000.0,88244000.0,500540000.0,1190067000.0,28655000.0,1165433000.0,99669000.0,929537000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2010-12-31,2011-02-04,2011,Q2,0001193125-11-024449,10-Q,2202330000.0,660010000.0,46671000.0,564364000.0,,,60910000.0,95619000.0,409636000.0,1233056000.0,33235000.0,1259280000.0,126511000.0,969274000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2011-03-31,2011-05-06,2011,Q3,0001193125-11-130745,10-Q,2270413000.0,727395000.0,98348000.0,573112000.0,,,60549000.0,98855000.0,443191000.0,1260699000.0,36427000.0,1266074000.0,117540000.0,1009714000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2011-09-30,2011-11-07,2012,Q1,0001193125-11-299756,10-Q,2303424000.0,674362000.0,28582000.0,597696000.0,,48084000.0,62393000.0,100517000.0,449371000.0,1141113000.0,42140000.0,1339712000.0,126440000.0,1162311000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2011-12-31,2012-02-06,2012,Q2,0001193125-12-041051,10-Q,2413137000.0,723865000.0,24045000.0,658736000.0,,41084000.0,64718000.0,106893000.0,446046000.0,1184580000.0,41061000.0,1389163000.0,128498000.0,1226672000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2012-03-31,2012-05-04,2012,Q3,0001193125-12-211618,10-Q,2469092000.0,762065000.0,48929000.0,669275000.0,,43861000.0,66373000.0,113845000.0,461099000.0,1236502000.0,40856000.0,1404626000.0,122183000.0,1230430000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2012-09-30,2012-11-02,2013,Q1,0001193125-12-448984,10-Q,2435943000.0,682804000.0,48591000.0,587864000.0,,28165000.0,68748000.0,44502000.0,446765000.0,1088987000.0,35708000.0,1440058000.0,115390000.0,1344224000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2012-12-31,2013-02-01,2013,Q2,0001193125-13-034244,10-Q,2499566000.0,699335000.0,37509000.0,609969000.0,,33634000.0,70393000.0,40995000.0,436326000.0,1126119000.0,39676000.0,1481555000.0,119782000.0,1371155000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2013-03-31,2013-05-06,2013,Q3,0001193125-13-201455,10-Q,2517222000.0,732484000.0,56256000.0,628238000.0,,30868000.0,67905000.0,40295000.0,435146000.0,1159697000.0,38367000.0,1476797000.0,111679000.0,1355112000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2013-09-30,2013-11-01,2014,Q1,0001193125-13-422947,10-Q,2550249000.0,778315000.0,102725000.0,635126000.0,,32967000.0,63628000.0,34395000.0,728502000.0,1243702000.0,32992000.0,1481671000.0,97681000.0,1304468000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2013-12-31,2014-02-06,2014,Q2,0001193125-14-038655,10-Q,3519359000.0,871592000.0,98173000.0,711012000.0,,47618000.0,70181000.0,41786000.0,494648000.0,1284138000.0,34962000.0,2186221000.0,252408000.0,2233193000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2014-03-31,2014-05-05,2014,Q3,0001193125-14-182556,10-Q,3390707000.0,753158000.0,48369000.0,641947000.0,,47818000.0,70799000.0,41058000.0,477272000.0,1317041000.0,30828000.0,2186995000.0,241432000.0,2071457000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2014-09-30,2014-11-04,2015,Q1,0001193125-14-396069,10-Q,3320285000.0,718259000.0,99992000.0,567350000.0,,31842000.0,65513000.0,37267000.0,425794000.0,1383055000.0,31130000.0,2184233000.0,219776000.0,1934820000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2014-12-31,2015-01-30,2015,Q2,0001193125-15-027286,10-Q,3300375000.0,714044000.0,30874000.0,619332000.0,,46785000.0,63611000.0,36731000.0,425832000.0,1402527000.0,24642000.0,2180570000.0,209279000.0,1896098000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2015-03-31,2015-05-01,2015,Q3,0001193125-15-165704,10-Q,3268325000.0,696732000.0,33552000.0,594148000.0,,58916000.0,63477000.0,34346000.0,453407000.0,1426305000.0,29039000.0,2176537000.0,199663000.0,1840252000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2015-09-30,2015-10-30,2016,Q1,0001564590-15-008961,10-Q,3205062000.0,629670000.0,28999000.0,546964000.0,,45380000.0,61290000.0,35806000.0,382008000.0,1508817000.0,33802000.0,2195355000.0,187895000.0,1696110000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2015-12-31,2016-02-05,2016,Q2,0001564590-16-012385,10-Q,3253285000.0,675658000.0,68997000.0,561091000.0,,41177000.0,59441000.0,35655000.0,399307000.0,1544708000.0,30338000.0,2203668000.0,183084000.0,1708442000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2016-03-31,2016-05-02,2016,Q3,0001564590-16-017313,10-Q,3979418000.0,873075000.0,34813000.0,765506000.0,,72756000.0,81799000.0,31391000.0,543389000.0,1571911000.0,34028000.0,2609903000.0,286476000.0,2407372000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2016-09-30,2016-10-28,2017,Q1,0001564590-16-026482,10-Q,3912209000.0,860700000.0,49668000.0,727182000.0,,83850000.0,83602000.0,24228000.0,502104000.0,1644986000.0,36663000.0,2581948000.0,,2267088000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2016-12-31,2017-02-03,2017,Q2,0001564590-17-000954,10-Q,3897165000.0,860050000.0,72650000.0,717721000.0,,69679000.0,86406000.0,28817000.0,498934000.0,1695824000.0,42420000.0,2571297000.0,,2201206000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2017-03-31,2017-05-05,2017,Q3,0001564590-17-009008,10-Q,3889374000.0,854400000.0,54371000.0,726327000.0,,73702000.0,90666000.0,28705000.0,520559000.0,1738348000.0,40357000.0,2573400000.0,,2150891000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2017-09-30,2017-11-06,2018,Q1,0001564590-17-021717,10-Q,3966013000.0,933229000.0,67043000.0,788788000.0,,77398000.0,94920000.0,31181000.0,609224000.0,1834351000.0,42046000.0,2580430000.0,,2131527000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2017-12-31,2018-02-01,2018,Q2,0001564590-18-001197,10-Q,3984133000.0,888166000.0,56328000.0,758141000.0,,73697000.0,101470000.0,36199000.0,573361000.0,1986685000.0,142795000.0,2614294000.0,,1997313000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2018-03-31,2018-05-04,2018,Q3,0001564590-18-010965,10-Q,4047400000.0,953347000.0,55970000.0,820042000.0,,77335000.0,100756000.0,39777000.0,627671000.0,2057940000.0,64499000.0,2618910000.0,,1989325000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2018-09-30,2018-11-02,2019,Q1,0001564590-18-026407,10-Q,4251155000.0,1094125000.0,75487000.0,945564000.0,,73074000.0,109780000.0,43395000.0,621991000.0,2189923000.0,78833000.0,2661402000.0,,2061097000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2018-12-31,2019-02-01,2019,Q2,0001564590-19-001641,10-Q,4290618000.0,1157413000.0,70728000.0,1016968000.0,,69717000.0,107125000.0,38997000.0,637056000.0,2256598000.0,68596000.0,2659749000.0,,2033885000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2019-03-31,2019-05-02,2019,Q3,0001564590-19-015161,10-Q,5133019000.0,1083054000.0,93806000.0,889662000.0,,99586000.0,136212000.0,36512000.0,702474000.0,2331348000.0,68145000.0,3322982000.0,,2801536000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2019-09-30,2019-11-01,2020,Q1,0001564590-19-039292,10-Q,5438184000.0,1042268000.0,83182000.0,848463000.0,,110623000.0,156750000.0,32846000.0,773624000.0,2425116000.0,67977000.0,3337053000.0,,3012933000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2019-12-31,2020-01-30,2020,Q2,0001564590-20-002663,10-Q,5526696000.0,1024069000.0,68645000.0,828795000.0,57856000.0,126629000.0,168786000.0,32960000.0,769391000.0,2508445000.0,79195000.0,3411817000.0,,3018116000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2020-03-31,2020-04-30,2020,Q3,0001564590-20-020083,10-Q,5546475000.0,1074366000.0,77156000.0,839135000.0,63010000.0,158075000.0,169378000.0,33615000.0,779165000.0,2563495000.0,80577000.0,3407551000.0,,2982845000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2020-09-30,2020-10-30,2021,Q1,0001564590-20-049135,10-Q,5950368000.0,1100872000.0,124862000.0,820157000.0,76987000.0,155853000.0,169115000.0,42227000.0,753354000.0,2771634000.0,93644000.0,3622188000.0,,3178599000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2020-12-31,2021-01-28,2021,Q2,0001564590-21-002875,10-Q,5851485000.0,995706000.0,102114000.0,747845000.0,77918000.0,145747000.0,180258000.0,46190000.0,772804000.0,2884144000.0,106478000.0,3631496000.0,,2967206000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2021-03-31,2021-04-22,2021,Q3,0001564590-21-020008,10-Q,5970415000.0,1128685000.0,105591000.0,860720000.0,78570000.0,162374000.0,184375000.0,48836000.0,842891000.0,2519259000.0,120344000.0,3632075000.0,,3451021000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2021-09-30,2021-10-28,2022,Q1,0001564590-21-052491,10-Q,6179310000.0,1242173000.0,104430000.0,774934000.0,86588000.0,362809000.0,183864000.0,69789000.0,836274000.0,2754987000.0,88109000.0,3707719000.0,,3424188000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2021-12-31,2022-01-27,2022,Q2,0001564590-22-002601,10-Q,6750690000.0,1335061000.0,124103000.0,854415000.0,96439000.0,356543000.0,190214000.0,72421000.0,937019000.0,2845575000.0,90299000.0,4064968000.0,,3904980000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2022-03-31,2022-04-28,2022,Q3,0001564590-22-016285,10-Q,6576749000.0,1193243000.0,125074000.0,857181000.0,97681000.0,210988000.0,187363000.0,80449000.0,927442000.0,2960751000.0,95417000.0,4069954000.0,,3615863000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2022-09-30,2022-10-27,2023,Q1,0001564590-22-035376,10-Q,6524882000.0,1125992000.0,136636000.0,794777000.0,110202000.0,194579000.0,199817000.0,170478000.0,965831000.0,3148435000.0,89125000.0,4052778000.0,,3376312000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2022-12-31,2023-01-26,2023,Q2,0001564590-23-000810,10-Q,6554549000.0,1175178000.0,114738000.0,868629000.0,113769000.0,191811000.0,195567000.0,168305000.0,981648000.0,3250111000.0,87101000.0,4063834000.0,,3304303000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2023-03-31,2023-04-27,2023,Q3,0000016058-23-000036,10-Q,6651556000.0,1308642000.0,106789000.0,1004733000.0,124381000.0,197120000.0,197549000.0,159827000.0,1064456000.0,3089505000.0,100742000.0,4066260000.0,,3561916000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2023-09-30,2023-10-26,2024,Q1,0000016058-23-000177,10-Q,6737471000.0,1366411000.0,125546000.0,1002638000.0,140880000.0,238227000.0,196579000.0,185668000.0,1100127000.0,3163898000.0,86047000.0,4078368000.0,,3573438000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2023-12-31,2024-01-25,2024,Q2,0000016058-24-000030,10-Q,6658442000.0,1303804000.0,128851000.0,947452000.0,138553000.0,227501000.0,190199000.0,164310000.0,986126000.0,3235489000.0,83870000.0,4106113000.0,,3422818000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2024-03-31,2024-04-24,2024,Q3,0000016058-24-000070,10-Q,6804384000.0,1393526000.0,159226000.0,1013677000.0,132685000.0,220623000.0,188226000.0,178733000.0,1084842000.0,3365229000.0,115350000.0,4138450000.0,,3439020000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2024-09-30,2024-10-24,2025,Q1,0000016058-24-000199,10-Q,7183063000.0,1747098000.0,440706000.0,1069611000.0,127314000.0,236781000.0,191379000.0,165697000.0,1001098000.0,3651606000.0,120177000.0,4166015000.0,,3531457000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2024-12-31,2025-01-28,2025,Q2,0000016058-25-000032,10-Q,8548499000.0,1633395000.0,175707000.0,1200683000.0,138338000.0,257005000.0,205597000.0,172948000.0,1071477000.0,3728373000.0,109938000.0,4913099000.0,,4820126000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2025-03-31,2025-04-24,2025,Q3,0000016058-25-000053,10-Q,8580078000.0,1699050000.0,223897000.0,1232291000.0,135609000.0,242862000.0,204879000.0,165690000.0,1076706000.0,3704446000.0,111860000.0,4941564000.0,,4875632000.0,,,
CACI,CACI INTERNATIONAL INC /DE/,2025-09-30,2025-10-23,2026,Q1,0000016058-25-000087,10-Q,8704955000.0,1854839000.0,133020000.0,1419012000.0,140219000.0,302807000.0,205712000.0,94730000.0,1200753000.0,4025499000.0,124810000.0,5018687000.0,,4679456000.0,,,
CW,CURTISS WRIGHT CORP,2011-03-31,2011-05-06,2011,Q1,0000026324-11-000004,10-Q,2306113000.0,943177000.0,51966000.0,,308709000.0,,406906000.0,10162000.0,403988000.0,1208141000.0,24516000.0,703858000.0,240934000.0,1097972000.0,,,
CW,CURTISS WRIGHT CORP,2011-06-30,2011-08-05,2011,Q2,0000026324-11-000007,10-Q,2378165000.0,985000000.0,63088000.0,,332706000.0,,424214000.0,10783000.0,419203000.0,1247026000.0,31796000.0,713257000.0,244037000.0,1131139000.0,,,
